"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_primera","dosis_diarias_pauta_completa","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_primera","dosis_7D_pauta_completa","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"AN",2021-03-26,"AN",8464411,17.838,7062213,17.598,999270,361600,111200,1472070,17.391,17.301,0,0,0,0,99450,17800,0,117250,1.385,1330236,840930,978612,15.716,90.365,18.822,36287,19257,34060,0.429,2.804,161394,82199,158390,1.907,23.674,16.272,840930,351624,489306,9.935,5.781,4.154,11.907,6.929,4.979,19257,17030,0.228,0.201,82199,79195,0.971,0.936,1.164,1.121,2.344,26.493,3.606,20.877,5.516,-3.01,3.35,9.468
"AR",2021-03-26,"AR",1329391,2.802,1132764,2.823,187515,56800,21700,266015,20.01,3.126,0,0,0,0,22230,2800,0,25030,1.883,229883,145420,168926,17.292,86.417,3.253,9153,4470,9366,0.689,4.147,32057,15792,32531,2.411,24.29,3.232,145420,60957,84463,10.939,6.354,4.585,12.838,7.456,5.381,4470,4683,0.336,0.352,15792,16265,1.188,1.223,1.394,1.436,3.171,22.078,5.87,26.517,16.096,11.563,13.794,20.318
"AS",2021-03-26,"AS",1018784,2.147,901209,2.246,182255,43600,20700,246555,24.201,2.898,0,0,0,0,21060,2100,0,23160,2.273,202304,123120,158368,19.857,82.052,2.863,4579,3158,2842,0.449,2.316,22872,13142,19458,2.245,11.078,2.306,123120,43936,79184,12.085,7.772,4.313,13.662,8.786,4.875,3158,1421,0.31,0.139,13142,9729,1.29,0.955,1.458,1.08,2.633,20.227,1.827,0.714,33.349,34.979,25.715,47.169
"IB",2021-03-26,"IB",1171543,2.469,986279,2.458,99810,49900,11100,160810,13.726,1.89,0,0,0,0,12870,2400,0,15270,1.303,135857,96609,78496,11.596,84.483,1.922,3690,2222,2936,0.315,2.792,16947,11298,11297,1.447,11.994,1.709,96609,57361,39248,8.246,3.35,4.896,9.795,3.979,5.816,2222,1468,0.19,0.125,11298,5648,0.964,0.482,1.146,0.573,2.354,10.797,3.886,14.448,-22.155,-23.451,-14.22,-36.565
"CN",2021-03-26,"CN",2175952,4.586,1871033,4.662,209400,93000,22900,325300,14.95,3.823,0,0,0,0,23400,4600,0,28000,1.287,260467,165996,188942,11.97,80.07,3.685,6115,2545,7140,0.281,2.404,29753,9922,39662,1.367,14.567,3,165996,71525,94471,7.629,4.342,3.287,8.872,5.049,3.823,2545,3570,0.117,0.164,9922,19831,0.456,0.911,0.53,1.06,1.557,22.042,3.927,11.16,-19.647,-16.638,-20.639,-17.781
"CB",2021-03-26,"CB",582905,1.228,501384,1.249,88485,24800,9700,122985,21.099,1.445,0,0,0,0,9360,1200,0,10560,1.812,101069,58875,84388,17.339,82.18,1.43,3768,1905,3726,0.646,3.873,14725,5102,19246,2.526,20.746,1.485,58875,16681,42194,10.1,7.239,2.862,11.742,8.416,3.327,1905,1863,0.327,0.32,5102,9623,0.875,1.651,1.018,1.919,3.344,57.372,4.619,7.484,16.45,17.671,5.066,37.076
"CL",2021-03-26,"CL",2394918,5.047,2092873,5.215,413895,102400,47700,563995,23.55,6.629,0,0,0,0,49140,5100,0,54240,2.265,476751,296627,360248,19.907,84.531,6.746,20442,10649,19586,0.854,4.48,78443,33833,89220,3.275,17.076,7.909,296627,116503,180124,12.386,7.521,4.865,14.173,8.607,5.567,10649,9793,0.445,0.409,33833,44610,1.413,1.863,1.617,2.132,3.724,28.005,5.749,9.955,33.664,31.345,28.846,42.416
"CM",2021-03-26,"CM",2045221,4.31,1719964,4.286,270135,87400,31000,388535,18.997,4.566,0,0,0,0,30420,4300,0,34720,1.698,304832,193845,221974,14.905,78.457,4.313,13046,6818,12456,0.638,4.471,46981,24361,45240,2.297,25.958,4.737,193845,82858,110987,9.478,5.427,4.051,11.27,6.453,4.817,6818,6228,0.333,0.305,24361,22620,1.191,1.106,1.416,1.315,3.645,27.325,5.945,24.518,0.07,5.94,-1.404,2.765
"CT",2021-03-26,"CT",7780479,16.397,6531658,16.276,923750,332500,105400,1361650,17.501,16.004,0,0,0,0,104130,16400,0,120530,1.549,1095847,698286,795122,14.085,80.479,15.506,33368,15215,36306,0.429,3.141,157925,41517,232816,2.03,7.238,15.922,698286,300725,397561,8.975,5.11,3.865,10.691,6.087,4.604,15215,18153,0.196,0.233,41517,116408,0.534,1.496,0.636,1.782,2.227,44.578,4.785,-1.807,-5.434,-2.397,-6.637,-3.238
"VC",2021-03-26,"VC",5057353,10.658,4269305,10.639,518500,216100,57800,792400,15.668,9.313,0,0,0,0,67860,10700,0,78560,1.553,636120,397921,476398,12.578,80.278,9.001,23780,13238,21084,0.47,3.883,98244,42227,112034,1.943,19.917,9.905,397921,159722,238199,7.868,4.71,3.158,9.321,5.579,3.741,13238,10542,0.262,0.208,42227,56017,0.835,1.108,0.989,1.312,3.441,35.922,4.631,10.14,-15.547,-12.62,-18.153,-10.812
