"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_primera","dosis_diarias_pauta_completa","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_primera","dosis_7D_pauta_completa","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"AN",2021-04-05,"AN",8464411,17.838,7062213,17.598,1098720,381600,168000,1648320,19.474,17.011,0,0,0,0,99450,20000,56800,176250,2.082,1517023,994982,1044082,17.922,92.034,17.35,6728,6662,131,0.079,0.445,141998,121789,40418,1.678,-5.461,12.113,994982,472941,522041,11.755,6.167,5.587,14.089,7.392,6.697,6662,65,0.079,0.001,121789,20209,1.439,0.239,1.725,0.286,0.674,-3.251,0.012,-16.9,-2.736,-4.636,-5.316,2.578
"AR",2021-04-05,"AR",1329391,2.802,1132764,2.823,209745,59900,35300,304945,22.939,3.147,0,0,0,0,22230,3100,13600,38930,2.928,265649,168837,193624,19.983,87.114,3.038,15,5,20,0.001,0.006,29106,17893,22426,2.189,-7.042,2.483,168837,72025,96812,12.7,7.282,5.418,14.905,8.547,6.358,5,10,0,0.001,17893,11213,1.346,0.843,1.58,0.99,0.003,-9.306,0.01,-3.186,8.423,12.313,2.296,21.124
"AS",2021-04-05,"AS",1018784,2.147,901209,2.246,203315,46000,32700,282015,27.682,2.91,0,0,0,0,21060,2400,12000,35460,3.481,250132,157338,185588,24.552,88.695,2.861,4040,3470,1139,0.397,1.642,37668,26098,23140,3.697,1.764,3.213,157338,64544,92794,15.444,9.108,6.335,17.459,10.297,7.162,3470,570,0.341,0.056,26098,11570,2.562,1.136,2.896,1.284,2.255,3.012,0.618,-0.942,33.256,35.538,24.398,51.497
"IB",2021-04-05,"IB",1171543,2.469,986279,2.458,112680,52700,18000,183380,15.653,1.892,0,0,0,0,12870,2800,6900,22570,1.927,175308,125954,98708,14.964,95.598,2.005,1146,1086,120,0.098,0.658,25014,19265,11498,2.135,-12.782,2.134,125954,76600,49354,10.751,4.213,6.538,12.771,5.004,7.767,1086,60,0.093,0.005,19265,5749,1.644,0.491,1.953,0.583,0.87,-10.558,0.122,-19.493,-18.793,-23.37,-13.403,-29.923
"CN",2021-04-05,"CN",2175952,4.586,1871033,4.662,232800,98100,35800,366700,16.852,3.784,0,0,0,0,23400,5100,12900,41400,1.903,323880,214668,218424,14.885,88.323,3.704,2754,2608,291,0.127,0.858,40436,29095,22682,1.858,-10.818,3.449,214668,105456,109212,9.865,5.019,4.846,11.473,5.837,5.636,2608,146,0.12,0.007,29095,11341,1.337,0.521,1.555,0.606,1.23,-11.868,0.134,-8.006,-19.232,-17.488,-20.54,-16.517
"CB",2021-04-05,"CB",582905,1.228,501384,1.249,97845,26200,15300,139345,23.905,1.438,0,0,0,0,9360,1400,5600,16360,2.807,120751,75937,89628,20.715,86.656,1.381,208,208,0,0.036,0.173,13684,11901,3566,2.348,-11.574,1.167,75937,31123,44814,13.027,7.688,5.339,15.145,8.938,6.207,208,0,0.036,0,11901,1783,2.042,0.306,2.374,0.356,0.275,-11.273,0,-13.531,12.459,17.101,4.93,27.878
"CL",2021-04-05,"CL",2394918,5.047,2092873,5.215,463035,108100,78300,649435,27.117,6.702,0,0,0,0,49140,5700,30600,85440,3.568,572774,364436,416676,23.916,88.196,6.551,5066,5052,26,0.212,0.892,65080,45100,39960,2.717,-7.462,5.552,364436,156098,208338,15.217,8.699,6.518,17.413,9.955,7.459,5052,13,0.211,0.001,45100,19980,1.883,0.834,2.155,0.955,1.406,-5.288,0.006,-12.029,29.8,32.792,22.569,44.694
"CM",2021-04-05,"CM",2045221,4.31,1719964,4.286,300555,92200,49600,442355,21.629,4.565,0,0,0,0,30420,4800,18600,53820,2.632,391798,260598,262400,19.157,88.571,4.481,4756,4609,293,0.233,1.229,59593,43225,32736,2.914,-6.829,5.084,260598,129398,131200,12.742,6.415,6.327,15.151,7.628,7.523,4609,146,0.225,0.007,43225,16368,2.113,0.8,2.513,0.952,1.8,-6.961,0.111,-6.49,3.968,5.916,2.634,6.703
"CT",2021-04-05,"CT",7780479,16.397,6531658,16.276,1027880,350800,168400,1547080,19.884,15.966,0,0,0,0,104130,18300,63000,185430,2.383,1441264,1001447,879634,18.524,93.16,16.483,44104,39949,8308,0.567,3.157,249073,220806,56534,3.201,5.057,21.247,1001447,561630,439817,12.871,5.653,7.218,15.332,6.734,8.599,39949,4154,0.513,0.053,220806,28267,2.838,0.363,3.381,0.433,4.155,5.999,0.953,-1.769,0.524,-2.629,3.673,-5.971
"VC",2021-04-05,"VC",5057353,10.658,4269305,10.639,586360,228100,96800,911260,18.019,9.404,0,0,0,0,67860,12000,39000,118860,2.35,870686,607826,525720,17.216,95.547,9.958,3056,2758,595,0.06,0.352,135793,118259,35068,2.685,-18.03,11.584,607826,344966,262860,12.019,5.198,6.821,14.237,6.157,8.08,2758,298,0.055,0.006,118259,17534,2.338,0.347,2.77,0.411,0.456,-19.028,0.113,-10.596,-6.568,-11.766,-3.19,-13.54
