"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_primera","dosis_diarias_pauta_completa","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_primera","dosis_7D_pauta_completa","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"AN",2021-02-03,"AN",8464411,17.838,7062213,17.598,400230,0,16600,416830,4.925,18.787,76050,0,9800,85850,76050,0,9800,85850,1.014,329258,224729,209058,3.89,78.991,18.657,15972,2207,27530,0.189,5.098,71282,17704,107156,0.842,14.76,17.458,224729,120200,104529,2.655,1.235,1.42,3.182,1.48,1.702,2207,13765,0.026,0.163,17704,53578,0.209,0.633,0.251,0.759,0.992,89.794,15.166,1.5,4.591,5.32,-0.487,17.395
"AR",2021-02-03,"AR",1329391,2.802,1132764,2.823,68175,0,2900,71075,5.346,3.203,12870,0,1700,14570,12870,0,1700,14570,1.096,61036,45879,30314,4.591,85.875,3.459,4554,516,8076,0.343,8.063,13201,3904,18594,0.993,1.93,3.233,45879,30722,15157,3.451,1.14,2.311,4.05,1.338,2.712,516,4038,0.039,0.304,3904,9297,0.294,0.699,0.345,0.821,1.137,-18.275,36.316,13.739,23.448,14.311,29.348,8.365
"AS",2021-02-03,"AS",1018784,2.147,901209,2.246,69935,0,2900,72835,7.149,3.283,11700,0,1700,13400,11700,0,1700,13400,1.315,61483,39256,44454,6.035,84.414,3.484,3306,582,5448,0.325,5.683,12406,3906,17000,1.218,-11.952,3.038,39256,17029,22227,3.853,2.182,1.672,4.356,2.466,1.89,582,2724,0.057,0.267,3906,8500,0.383,0.834,0.433,0.943,1.505,-26.037,13.967,-3.508,62.273,52.911,44.415,107.414
"IB",2021-02-03,"IB",1171543,2.469,986279,2.458,35460,0,1500,36960,3.155,1.666,5850,0,900,6750,5850,0,900,6750,0.576,26240,20978,10524,2.24,70.996,1.487,277,41,472,0.024,1.067,2637,489,4296,0.225,-26.566,0.646,20978,15716,5262,1.791,0.449,1.341,2.127,0.534,1.593,41,236,0.003,0.02,489,2148,0.042,0.183,0.05,0.218,0.196,-66.136,4.696,0.047,-39.773,-32.523,-32.871,-57.319
"CN",2021-02-03,"CN",2175952,4.586,1871033,4.662,79530,0,3200,82730,3.802,3.729,15210,0,1900,17110,15210,0,1900,17110,0.786,70794,53665,34258,3.253,85.572,4.011,3011,529,4964,0.138,4.442,16141,5446,21390,0.742,7.499,3.953,53665,36536,17129,2.466,0.787,1.679,2.868,0.915,1.953,529,2482,0.024,0.114,5446,10695,0.25,0.492,0.291,0.572,0.996,-1.287,16.945,12.603,-12.538,-18.687,-7.571,-25.19
"CB",2021-02-03,"CB",582905,1.228,501384,1.249,33495,0,1300,34795,5.969,1.568,5850,0,800,6650,5850,0,800,6650,1.141,26718,20857,11722,4.584,76.787,1.514,1651,51,3200,0.283,6.586,5808,247,11122,0.996,34.32,1.422,20857,14996,5861,3.578,1.005,2.573,4.16,1.169,2.991,51,1600,0.009,0.274,247,5561,0.042,0.954,0.049,1.109,0.245,-31.956,37.55,40.394,23.29,27.687,34.108,-4.468
"CL",2021-02-03,"CL",2394918,5.047,2092873,5.215,149475,0,6200,155675,6.5,7.016,28080,0,3700,31780,28080,0,3700,31780,1.327,132496,91931,81130,5.532,85.111,7.508,6134,620,11028,0.256,4.854,28299,6490,43618,1.182,5.491,6.931,91931,51366,40565,3.839,1.694,2.145,4.393,1.938,2.454,620,5514,0.026,0.23,6490,21809,0.271,0.911,0.31,1.042,0.679,29.283,15.731,0.014,48.762,39.013,43.891,61.027
"CM",2021-02-03,"CM",2045221,4.31,1719964,4.286,101655,0,4200,105855,5.176,4.771,18720,0,2500,21220,18720,0,2500,21220,1.038,92702,68177,49050,4.533,87.575,5.253,3814,649,6330,0.186,4.291,24180,6637,35086,1.182,-1.463,5.922,68177,43652,24525,3.333,1.199,2.134,3.964,1.426,2.538,649,3165,0.032,0.155,6637,17543,0.325,0.858,0.386,1.02,0.961,-2.426,14.817,-1.094,21.879,10.696,24.925,13.973
"CT",2021-02-03,"CT",7780479,16.397,6531658,16.276,345770,0,14300,360070,4.628,16.228,65520,0,8500,74020,65520,0,8500,74020,0.951,273724,193337,160774,3.518,76.02,15.51,12162,1206,21912,0.156,4.65,72074,10113,123922,0.926,-8.592,17.651,193337,112950,80387,2.485,1.033,1.452,2.96,1.231,1.729,1206,10956,0.016,0.141,10113,61961,0.13,0.796,0.155,0.949,0.628,-46.88,15.78,3.595,-5.41,-1.031,-6.859,-1.806
"VC",2021-02-03,"VC",5057353,10.658,4269305,10.639,175690,0,7000,182690,3.612,8.234,32760,0,4100,36860,32760,0,4100,36860,0.729,162563,104111,116904,3.214,88.983,9.212,14618,1145,26946,0.289,9.881,54109,2961,102296,1.07,27.45,13.252,104111,45659,58452,2.059,1.156,0.903,2.439,1.369,1.069,1145,13473,0.023,0.266,2961,51148,0.059,1.011,0.069,1.198,1.112,3.207,29.954,29.207,-13.567,-22.743,-22.826,9.886
