"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_primera","dosis_diarias_pauta_completa","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_primera","dosis_7D_pauta_completa","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"AN",2021-02-22,"AN",8464411,17.838,7062213,17.598,568710,74500,36300,679510,8.028,18.76,0,0,0,0,93600,40000,0,133600,1.578,607552,392482,430140,7.178,89.41,19.66,15250,13133,4233,0.18,2.575,150534,126331,48406,1.778,4.724,28.47,392482,177412,215070,4.637,2.541,2.096,5.557,3.045,2.512,13133,2116,0.155,0.025,126331,24203,1.492,0.286,1.789,0.343,3.462,8.026,0.994,-9.687,10.214,5.169,16.216,0.713
"AR",2021-02-22,"AR",1329391,2.802,1132764,2.823,96255,11700,6300,114255,8.595,3.154,0,0,0,0,15210,6300,0,21510,1.618,109318,66458,85720,8.223,95.679,3.537,896,753,287,0.067,0.826,17975,12094,11762,1.352,-0.658,3.4,66458,23598,42860,4.999,3.224,1.775,5.867,3.784,2.083,753,144,0.057,0.011,12094,5881,0.91,0.442,1.068,0.519,1.146,1.494,0.337,-4.792,26.231,12.562,25.288,27.784
"AS",2021-02-22,"AS",1018784,2.147,901209,2.246,98015,9000,6300,113315,11.123,3.128,0,0,0,0,14040,4800,0,18840,1.849,96325,58680,75290,9.455,85.006,3.117,2067,1650,835,0.203,2.193,15841,11662,8358,1.555,9.604,2.996,58680,21035,37645,5.76,3.695,2.065,6.511,4.177,2.334,1650,418,0.162,0.041,11662,4179,1.145,0.41,1.294,0.464,2.893,10.877,1.123,6.228,45.179,45.692,44.361,46.453
"IB",2021-02-22,"IB",1171543,2.469,986279,2.458,49500,10300,3200,63000,5.378,1.739,0,0,0,0,7020,5500,0,12520,1.069,52721,32172,41098,4.5,83.684,1.706,600,583,33,0.051,1.151,8859,6963,3792,0.756,-5.13,1.675,32172,11623,20549,2.746,1.754,0.992,3.262,2.083,1.178,583,17,0.05,0.001,6963,1896,0.594,0.162,0.706,0.192,1.846,2.352,0.083,-25.237,-30.903,-29.567,-31.178,-30.48
"CN",2021-02-22,"CN",2175952,4.586,1871033,4.662,111120,19200,7000,137320,6.311,3.791,0,0,0,0,17550,10300,0,27850,1.28,119426,69674,99504,5.488,86.969,3.864,1295,964,662,0.06,1.096,14720,8339,12762,0.676,-3.298,2.784,69674,19922,49752,3.202,2.286,0.916,3.724,2.659,1.065,964,331,0.044,0.015,8339,6381,0.383,0.293,0.446,0.341,1.403,0.373,0.67,-7.709,-15.744,-17.335,-19.749,-9.394
"CB",2021-02-22,"CB",582905,1.228,501384,1.249,47535,5100,2900,55535,9.527,1.533,0,0,0,0,8190,2700,0,10890,1.868,48023,28213,39620,8.239,86.473,1.554,729,585,289,0.125,1.541,5529,4635,1788,0.949,-3.491,1.046,28213,8403,19810,4.84,3.398,1.442,5.627,3.951,1.676,585,145,0.1,0.025,4635,894,0.795,0.153,0.924,0.178,2.117,3,0.737,-27.199,26.547,24.837,21.303,34.681
"CL",2021-02-22,"CL",2394918,5.047,2092873,5.215,211485,21100,13500,246085,10.275,6.794,0,0,0,0,33930,11300,0,45230,1.889,218252,132644,171216,9.113,88.69,7.062,3115,2596,1037,0.13,1.448,31854,24517,14674,1.33,1.897,6.024,132644,47036,85608,5.539,3.575,1.964,6.338,4.09,2.247,2596,519,0.108,0.022,24517,7337,1.024,0.306,1.171,0.351,1.996,4.341,0.61,-5.5,39.925,34.615,38.822,41.696
"CM",2021-02-22,"CM",2045221,4.31,1719964,4.286,143775,18000,9200,170975,8.36,4.72,0,0,0,0,23400,9700,0,33100,1.618,143344,81732,123224,7.009,83.839,4.638,1068,479,1178,0.052,0.751,17393,5159,24468,0.85,-8.866,3.289,81732,20120,61612,3.996,3.012,0.984,4.752,3.582,1.17,479,589,0.023,0.029,5159,12234,0.252,0.598,0.3,0.711,0.59,5.782,0.965,-13.894,7.61,9.513,0.15,19.382
"CT",2021-02-22,"CT",7780479,16.397,6531658,16.276,489680,68600,31400,589680,7.579,16.28,0,0,0,0,79560,36800,0,116360,1.496,490411,310315,360192,6.303,83.166,15.869,8281,7011,2540,0.106,1.718,87669,69576,36186,1.127,-0.522,16.581,310315,130219,180096,3.988,2.315,1.674,4.751,2.757,1.994,7011,1270,0.09,0.016,69576,18093,0.894,0.233,1.065,0.277,2.312,2.315,0.71,-10.106,-3.22,-0.714,-0.05,-8.244
"VC",2021-02-22,"VC",5057353,10.658,4269305,10.639,247060,44500,15700,307260,6.076,8.483,0,0,0,0,39780,23900,0,63680,1.259,270007,171401,197212,5.339,87.876,8.737,5168,4761,815,0.102,1.951,50185,45834,8702,0.992,6.881,9.491,171401,72795,98606,3.389,1.95,1.439,4.015,2.31,1.705,4761,407,0.094,0.008,45834,4351,0.906,0.086,1.074,0.102,2.857,8.091,0.414,-4.395,-18.024,-20.407,-15.063,-22.711
