"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_1dosis_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","personas_1dosis_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"AN",2021-03-22,"AN",8464411,17.838,7062213,17.598,899820,343800,111200,1354820,16.006,17.631,0,0,0,0,79560,40500,37900,157960,1.866,1185021,344687,840334,14,87.467,18.745,5393,0.064,0.457,86266,1.019,-12.284,12.742,764854,344687,420167,9.036,4.964,4.072,10.83,5.95,4.881,2041,3352,0.024,0.04,-1311,22987,63279,0.272,0.748,0.325,0.896,-40292,0.268,-14.854,0.804,-11.312,5.085,-1.16,1.814,11.576
"AR",2021-03-22,"AR",1329391,2.802,1132764,2.823,165285,54000,21700,240985,18.127,3.136,0,0,0,0,17550,6400,9100,33050,2.486,206488,62452,144036,15.533,85.685,3.266,2888,0.217,1.418,26095,1.963,2.329,3.854,134470,62452,72018,10.115,5.417,4.698,11.871,6.358,5.513,1614,1274,0.121,0.096,340,12550,13545,0.944,1.019,1.108,1.196,-995,1.215,1.966,1.801,2.668,16.56,11.92,13.972,21.758
"AS",2021-03-22,"AS",1018784,2.147,901209,2.246,161195,41500,20700,223395,21.928,2.907,0,0,0,0,16380,4900,8000,29280,2.874,186327,39307,147020,18.289,83.407,2.947,2298,0.226,1.249,22834,2.241,-7.883,3.373,112817,39307,73510,11.074,7.215,3.858,12.518,8.157,4.362,947,1352,0.093,0.133,-405,5831,17003,0.572,1.669,0.647,1.887,-11172,0.847,-20.957,1.874,-2.338,37.261,35.398,24.777,62.171
"IB",2021-03-22,"IB",1171543,2.469,986279,2.458,86940,47500,11100,145540,12.423,1.894,0,0,0,0,10530,5600,4600,20730,1.769,124537,52811,71726,10.63,85.569,1.97,1875,0.16,1.529,16053,1.37,-2.573,2.371,88674,52811,35863,7.569,3.061,4.508,8.991,3.636,5.355,1121,755,0.096,0.064,366,11342,4711,0.968,0.402,1.15,0.478,6631,1.28,-3.242,2.151,-0.905,-20.211,-23.289,-14.715,-31.198
"CN",2021-03-22,"CN",2175952,4.586,1871033,4.662,186000,88400,22900,297300,13.663,3.869,0,0,0,0,18720,10400,8600,37720,1.733,237712,78956,158756,10.925,79.957,3.76,2332,0.107,0.991,22452,1.032,-9.791,3.316,158334,78956,79378,7.277,3.648,3.629,8.462,4.242,4.22,753,1579,0.035,0.073,-826,6736,15716,0.31,0.722,0.36,0.84,-8980,0.478,-30.578,2.03,3.49,-18.011,-15.635,-18.006,-18.004
"CB",2021-03-22,"CB",582905,1.228,501384,1.249,79125,23600,9700,112425,19.287,1.463,0,0,0,0,8190,2800,3800,14790,2.537,90057,17757,72300,15.45,80.104,1.425,1238,0.212,1.394,12269,2.105,1.86,1.812,53907,17757,36150,9.248,6.202,3.046,10.752,7.21,3.542,45,1193,0.008,0.205,-1148,1171,11098,0.201,1.904,0.234,2.213,-9927,0.084,-28.858,3.413,6.722,16.042,19.137,4.203,39.402
"CL",2021-03-22,"CL",2394918,5.047,2092873,5.215,364755,97300,47700,509755,21.285,6.634,0,0,0,0,39780,11500,20400,71680,2.993,425312,119762,305550,17.759,83.435,6.728,9001,0.376,2.162,54326,2.268,6.132,8.024,272537,119762,152775,11.38,6.379,5.001,13.022,7.3,5.722,3247,5754,0.136,0.24,-2507,23277,31049,0.972,1.296,1.112,1.484,-7772,1.206,-1.519,3.914,12.696,33.307,31.444,28.225,43.381
"CM",2021-03-22,"CM",2045221,4.31,1719964,4.286,239715,83100,31000,353815,17.3,4.604,0,0,0,0,24570,9800,12400,46770,2.287,267942,80562,187380,13.101,75.729,4.238,3364,0.164,1.271,31290,1.53,5.254,4.622,174252,80562,93690,8.52,4.581,3.939,10.131,5.447,4.684,1590,1774,0.078,0.087,-184,17040,14250,0.833,0.697,0.991,0.829,2790,0.921,1.152,1.93,10.619,-1.671,6.821,-4,2.967
"CT",2021-03-22,"CT",7780479,16.397,6531658,16.276,819620,316100,105400,1241120,15.952,16.151,0,0,0,0,84240,37200,42000,163440,2.101,1006049,321973,684076,12.93,81.06,15.914,22709,0.292,2.309,118298,1.52,11.784,17.474,664011,321973,342038,8.534,4.396,4.138,10.166,5.237,4.929,2414,20295,0.031,0.261,-17881,18569,99729,0.239,1.282,0.284,1.527,-81160,0.365,-13.026,6.308,18.053,-2.946,-1.5,-3.842,-1.191
"VC",2021-03-22,"VC",5057353,10.658,4269305,10.639,450640,205400,57800,713840,14.115,9.29,0,0,0,0,54990,24100,26100,105190,2.08,560267,163593,396674,11.078,78.486,8.862,7463,0.148,1.35,79813,1.578,3.244,11.789,361930,163593,198337,7.157,3.922,3.235,8.477,4.646,3.832,2078,5385,0.041,0.106,-3307,34894,44919,0.69,0.888,0.817,1.052,-10025,0.577,1.634,2.791,4.531,-16.851,-12.835,-19.358,-11.845
"EX",2021-03-22,"EX",1063987,2.242,911213,2.271,143405,43200,17800,204405,19.211,2.66,0,0,0,0,14040,5100,6900,26040,2.447,170024,40522,129502,15.98,83.18,2.689,3320,0.312,1.992,21410,2.012,10.083,3.162,105273,40522,64751,9.894,6.086,3.809,11.553,7.106,4.447,1500,1821,0.141,0.171,-321,9478,11932,0.891,1.121,1.04,1.309,-2454,1.445,10.094,2.894,10.084,19.938,18.644,11.482,36.795
"GA",2021-03-22,"GA",2701819,5.694,2362643,5.887,313675,109800,41400,464875,17.206,6.05,0,0,0,0,45630,12900,21500,80030,2.962,385402,145430,239972,14.265,82.904,6.096,3832,0.142,1.004,47068,1.742,-10.035,6.952,265416,145430,119986,9.824,4.441,5.383,11.234,5.078,6.155,898,2934,0.033,0.109,-2036,16222,30846,0.6,1.142,0.687,1.306,-14624,0.339,-25.9,2.507,1.38,7.06,6.252,10.693,-0.18
"RI",2021-03-22,"RI",319914,0.674,270788,0.675,41015,12900,4800,58715,18.353,0.764,0,0,0,0,4680,1500,2100,8280,2.588,50050,16502,33548,15.645,85.242,0.792,396,0.124,0.798,4647,1.453,-13.576,0.686,33276,16502,16774,10.402,5.243,5.158,12.289,6.195,6.094,-21,418,-0.007,0.131,-439,1055,3592,0.33,1.123,0.39,1.326,-2537,-0.063,-47.798,2.556,7.064,17.507,13.353,17.206,17.847
