"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_primera","dosis_diarias_pauta_completa","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_primera","dosis_7D_pauta_completa","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"AN",2021-02-17,"AN",8464411,17.838,7062213,17.598,568710,74500,36300,679510,8.028,18.76,93600,40000,0,133600,93600,40000,0,133600,1.578,485673,287359,396628,5.738,71.474,18.052,16690,12853,7674,0.197,3.559,83959,45614,76690,0.992,6.404,18.363,287359,89045,198314,3.395,2.343,1.052,4.069,2.808,1.261,12853,3837,0.152,0.045,45614,38345,0.539,0.453,0.646,0.543,4.682,26.684,1.973,-10.618,1.2,5.169,2.537,-0.678
"AR",2021-02-17,"AR",1329391,2.802,1132764,2.823,96255,11700,6300,114255,8.595,3.154,15210,6300,0,21510,15210,6300,0,21510,1.618,96987,57313,79348,7.296,84.886,3.605,3475,1429,4092,0.261,3.716,16776,6445,20662,1.262,-6.415,3.669,57313,17639,39674,4.311,2.984,1.327,5.06,3.502,1.557,1429,2046,0.107,0.154,6445,10331,0.485,0.777,0.569,0.912,2.557,16.757,5.437,-16.726,28.658,12.562,30.202,26.494
"AS",2021-02-17,"AS",1018784,2.147,901209,2.246,98015,9000,6300,113315,11.123,3.128,14040,4800,0,18840,14040,4800,0,18840,1.849,83128,48560,69136,8.16,73.36,3.09,1187,759,856,0.117,1.449,8010,5738,4544,0.786,-12.497,1.752,48560,13992,34568,4.766,3.393,1.373,5.388,3.836,1.553,759,428,0.075,0.042,5738,2272,0.563,0.223,0.637,0.252,1.588,-17.534,1.254,3.461,43.922,45.692,43.944,43.832
"IB",2021-02-17,"IB",1171543,2.469,986279,2.458,49500,10300,3200,63000,5.378,1.739,7020,5500,0,12520,7020,5500,0,12520,1.069,45348,25987,38722,3.871,71.981,1.686,775,439,672,0.066,1.739,7663,2866,9594,0.654,-3.221,1.676,25987,6626,19361,2.218,1.653,0.566,2.635,1.963,0.672,439,336,0.037,0.029,2866,4797,0.245,0.409,0.291,0.486,1.718,-3.339,1.766,-3.15,-31.713,-29.567,-33.011,-29.928
"CN",2021-02-17,"CN",2175952,4.586,1871033,4.662,111120,19200,7000,137320,6.311,3.791,17550,10300,0,27850,17550,10300,0,27850,1.28,109051,63812,90478,5.012,79.414,4.053,2304,1185,2238,0.106,2.158,22584,7312,30544,1.038,5.057,4.94,63812,18573,45239,2.933,2.079,0.854,3.411,2.418,0.993,1185,1119,0.054,0.051,7312,15272,0.336,0.702,0.391,0.816,1.892,13.823,2.536,1.32,-11.622,-17.335,-11.416,-11.869
"CB",2021-02-17,"CB",582905,1.228,501384,1.249,47535,5100,2900,55535,9.527,1.533,8190,2700,0,10890,8190,2700,0,10890,1.868,43913,24851,38124,7.533,79.073,1.632,699,637,124,0.12,1.618,7593,2924,9338,1.303,-3.483,1.661,24851,5789,19062,4.263,3.27,0.993,4.956,3.802,1.155,637,62,0.109,0.011,2924,4669,0.502,0.801,0.583,0.931,2.631,25.118,0.326,-15.57,32.899,24.837,28.753,38.618
"CL",2021-02-17,"CL",2394918,5.047,2092873,5.215,211485,21100,13500,246085,10.275,6.794,33930,11300,0,45230,33930,11300,0,45230,1.889,196196,114774,162844,8.192,79.727,7.292,5815,4484,2662,0.243,3.054,28166,16089,24154,1.176,-1.517,6.16,114774,33352,81422,4.792,3.4,1.393,5.484,3.89,1.594,4484,1331,0.187,0.056,16089,12077,0.672,0.504,0.769,0.577,4.066,23.033,1.662,-22.199,44.482,34.615,44.73,44.129
"CM",2021-02-17,"CM",2045221,4.31,1719964,4.286,143775,18000,9200,170975,8.36,4.72,23400,9700,0,33100,23400,9700,0,33100,1.618,132722,77275,110894,6.489,77.627,4.933,2950,329,5242,0.144,2.273,23086,3170,39832,1.129,-0.173,5.049,77275,21828,55447,3.778,2.711,1.067,4.493,3.224,1.269,329,2621,0.016,0.128,3170,19916,0.155,0.974,0.184,1.158,0.428,-9.609,4.962,1.514,14.455,9.513,14.105,14.922
"CT",2021-02-17,"CT",7780479,16.397,6531658,16.276,489680,68600,31400,589680,7.579,16.28,79560,36800,0,116360,79560,36800,0,116360,1.496,427525,259271,336508,5.495,72.501,15.89,11360,9210,4300,0.146,2.73,86796,56942,59708,1.116,-0.664,18.984,259271,91017,168254,3.332,2.163,1.17,3.969,2.576,1.393,9210,2150,0.118,0.028,56942,29854,0.732,0.384,0.872,0.457,3.683,11.82,1.294,-18.103,-3.092,-0.714,0.634,-8.309
"VC",2021-02-17,"VC",5057353,10.658,4269305,10.639,247060,44500,15700,307260,6.076,8.483,39780,23900,0,63680,39780,23900,0,63680,1.259,228180,132140,192080,4.512,74.263,8.481,3620,3139,962,0.072,1.612,26197,19679,13036,0.518,-6.676,5.73,132140,36100,96040,2.613,1.899,0.714,3.095,2.25,0.846,3139,481,0.062,0.01,19679,6518,0.389,0.129,0.461,0.153,2.433,-0.936,0.503,-20.57,-20.426,-20.407,-21.081,-19.5
