"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_1dosis_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","personas_1dosis_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"AN",2021-01-18,"AN",8464411,17.838,7062213,17.598,209520,0,6800,216320,2.556,18.921,0,0,0,0,69225,0,6800,76025,0.898,151404,150338,1066,1.789,69.991,16.861,3895,0.046,2.641,70017,0.827,-0.123,14.235,150871,150338,533,1.782,0.006,1.776,2.136,0.008,2.129,3718,178,0.044,0.002,3540,69484,533,0.821,0.006,0.984,0.008,68951,2.527,-0.377,50.141,50.141,-5.477,6.071,-5.564,20
"AR",2021-01-18,"AR",1329391,2.802,1132764,2.823,35415,0,1200,36615,2.754,3.203,0,0,0,0,11700,0,1200,12900,0.97,25133,25133,0,1.891,68.641,2.799,505,0.038,2.051,14135,1.063,1.101,2.874,25133,25133,0,1.891,0,1.891,2.219,0,2.219,505,0,0.038,0,505,14135,0,1.063,0,1.248,0,14135,2.051,1.101,NA,NA,-0.107,14.311,0.212,-100
"AS",2021-01-18,"AS",1018784,2.147,901209,2.246,35420,0,1200,36620,3.594,3.203,0,0,0,0,11700,0,1200,12900,1.266,33572,33168,404,3.295,91.677,3.739,775,0.076,2.363,14629,1.436,2.869,2.974,33370,33168,202,3.275,0.02,3.256,3.703,0.022,3.68,708,67,0.069,0.007,641,14427,202,1.416,0.02,1.601,0.022,14225,2.168,2.421,49.63,49.63,74.15,49.185,73.556,300
"IB",2021-01-18,"IB",1171543,2.469,986279,2.458,16740,0,600,17340,1.48,1.517,1300,0,0,1300,3900,0,600,4500,0.384,13750,13440,310,1.174,79.296,1.531,1461,0.125,11.889,9098,0.777,17.106,1.85,13595,13440,155,1.16,0.013,1.147,1.378,0.016,1.363,1410,52,0.12,0.004,1358,8943,155,0.763,0.013,0.907,0.016,8788,11.572,16.673,50.485,50.485,-37.991,-38.558,-38.527,160
"CN",2021-01-18,"CN",2175952,4.586,1871033,4.662,41310,0,1300,42610,1.958,3.727,0,0,0,0,13650,0,1300,14950,0.687,42113,41459,654,1.935,98.834,4.69,3794,0.174,9.901,28506,1.31,9.399,5.796,41786,41459,327,1.92,0.015,1.905,2.233,0.017,2.216,3685,109,0.169,0.005,3576,28179,327,1.295,0.015,1.506,0.017,27852,9.672,9.056,50,50,2.268,-18.731,1.749,200
"CB",2021-01-18,"CB",582905,1.228,501384,1.249,17700,0,500,18200,3.122,1.592,0,0,0,0,5850,0,500,6350,1.089,17724,17724,0,3.041,97.385,1.974,1028,0.176,6.157,9250,1.587,-9.923,1.881,17724,17724,0,3.041,0,3.041,3.535,0,3.535,1028,0,0.176,0,1028,9250,0,1.587,0,1.845,0,9250,6.157,-9.923,NA,NA,60.749,29.642,61.155,-100
"CL",2021-01-18,"CL",2394918,5.047,2092873,5.215,76740,0,2500,79240,3.309,6.931,0,0,0,0,25350,0,2500,27850,1.163,67079,66831,248,2.801,84.653,7.47,2556,0.107,3.961,30874,1.289,-0.229,6.277,66955,66831,124,2.796,0.005,2.791,3.199,0.006,3.193,2515,41,0.105,0.002,2474,30750,124,1.284,0.005,1.469,0.006,30626,3.903,-0.363,49.398,49.398,48.009,37.329,48.172,0
"CM",2021-01-18,"CM",2045221,4.31,1719964,4.286,53100,0,1700,54800,2.679,4.793,0,0,0,0,17550,0,1700,19250,0.941,38321,38321,0,1.874,69.929,4.268,1504,0.074,4.085,19112,0.934,-3.883,3.886,38321,38321,0,1.874,0,1.874,2.228,0,2.228,1504,0,0.074,0,1504,19112,0,0.934,0,1.111,0,19112,4.085,-3.883,NA,NA,-0.974,11.206,-0.689,-100
"CT",2021-01-18,"CT",7780479,16.397,6531658,16.276,180020,0,5800,185820,2.388,16.253,0,0,0,0,59475,0,5800,65275,0.839,145073,144739,334,1.865,78.072,16.156,7499,0.096,5.451,76668,0.985,-2.988,15.588,144906,144739,167,1.862,0.002,1.86,2.219,0.003,2.216,7443,56,0.096,0.001,7387,76501,167,0.983,0.002,1.171,0.003,76334,5.415,-3.063,50.45,50.45,-1.47,-0.878,-1.325,-60
"VC",2021-01-18,"VC",5057353,10.658,4269305,10.639,91450,0,2900,94350,1.866,8.252,0,0,0,0,30225,0,2900,33125,0.655,93695,93391,304,1.853,99.306,10.434,2256,0.045,2.467,48021,0.95,-13.737,9.763,93543,93391,152,1.85,0.003,1.847,2.191,0.004,2.187,2205,51,0.044,0.001,2154,47869,152,0.947,0.003,1.121,0.004,47717,2.414,-13.854,50.495,50.495,-2.102,-22.575,-1.961,-40
