"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_primera","dosis_diarias_pauta_completa","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_primera","dosis_7D_pauta_completa","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"AN",2021-03-05,"AN",8464411,17.838,7062213,17.598,739530,208600,73300,1021430,12.067,18.292,0,0,0,0,77220,64400,37000,178620,2.11,878194,634145,488098,10.375,85.977,19.639,43717,37818,11798,0.516,5.239,153809,134828,37962,1.817,5.072,17.762,634145,390096,244049,7.492,2.883,4.609,8.979,3.456,5.524,37818,5899,0.447,0.07,134828,18981,1.593,0.224,1.909,0.269,6.342,3.881,2.477,14.392,10.096,2.545,13.618,1.909
"AR",2021-03-05,"AR",1329391,2.802,1132764,2.823,130185,32700,12600,175485,13.2,3.143,0,0,0,0,17550,10100,6300,33950,2.554,150631,101099,99064,11.331,85.837,3.369,8634,6939,3390,0.649,6.08,24303,20702,7202,1.828,12.634,2.807,101099,51567,49532,7.605,3.726,3.879,8.925,4.373,4.552,6939,1695,0.522,0.128,20702,3601,1.557,0.271,1.828,0.318,7.369,12.06,3.543,16.049,20.236,12.17,15.332,31.707
"AS",2021-03-05,"AS",1018784,2.147,901209,2.246,128435,25200,12700,166335,16.327,2.979,0,0,0,0,16380,7800,6400,30580,3.002,128729,85039,87380,12.636,77.391,2.879,3789,2399,2780,0.372,3.033,19537,14563,9948,1.918,24.06,2.256,85039,41349,43690,8.347,4.288,4.059,9.436,4.848,4.588,2399,1390,0.235,0.136,14563,4974,1.429,0.488,1.616,0.552,2.903,19.722,3.286,38.783,34.094,38.752,26.585,51.573
"IB",2021-03-05,"IB",1171543,2.469,986279,2.458,65880,28800,6500,101180,8.636,1.812,0,0,0,0,9360,8900,3300,21560,1.84,74598,50664,47868,6.367,73.728,1.668,1410,763,1294,0.12,1.927,17306,14496,5620,1.477,-0.277,1.999,50664,26730,23934,4.325,2.043,2.282,5.137,2.427,2.71,763,647,0.065,0.055,14496,2810,1.237,0.24,1.47,0.285,1.529,-3.63,2.778,21.54,-32.442,-26.61,-34.41,-27.784
"CN",2021-03-05,"CN",2175952,4.586,1871033,4.662,148560,53700,14300,216560,9.952,3.878,0,0,0,0,18720,16600,7300,42620,1.959,167802,113201,109202,7.712,77.485,3.753,5439,4959,960,0.25,3.35,29245,25875,6740,1.344,1.761,3.377,113201,58600,54601,5.202,2.509,2.693,6.05,2.918,3.132,4959,480,0.228,0.022,25875,3370,1.189,0.155,1.383,0.18,4.581,0.521,0.887,12.408,-18.164,-15.438,-21.11,-11.311
"CB",2021-03-05,"CB",582905,1.228,501384,1.249,62745,14300,5900,82945,14.23,1.485,0,0,0,0,7020,4400,3000,14420,2.474,66555,45796,41518,11.418,80.24,1.488,2020,1881,278,0.347,3.13,10166,9753,826,1.744,-6.122,1.174,45796,25037,20759,7.857,3.561,4.295,9.134,4.14,4.994,1881,139,0.323,0.024,9753,413,1.673,0.071,1.945,0.082,4.283,-4.635,0.674,-31.395,21.173,20.928,19.154,25.875
"CL",2021-03-05,"CL",2394918,5.047,2092873,5.215,285195,59000,27300,371495,15.512,6.653,0,0,0,0,38610,18200,13800,70610,2.948,293772,195998,195548,12.266,79.078,6.57,11947,9156,5582,0.499,4.239,48101,39119,17964,2.008,7.072,5.555,195998,98224,97774,8.184,4.083,4.101,9.365,4.672,4.693,9156,2791,0.382,0.117,39119,8982,1.633,0.375,1.869,0.429,4.9,2.912,2.938,29.948,30.176,31.821,24.113,44.327
"CM",2021-03-05,"CM",2045221,4.31,1719964,4.286,190575,50400,18600,259575,12.692,4.649,0,0,0,0,23400,15600,9400,48400,2.366,195716,123756,143920,9.569,75.399,4.377,19112,18333,1558,0.934,10.822,35481,30466,10030,1.735,58.737,4.097,123756,51796,71960,6.051,3.518,2.533,7.195,4.184,3.011,18333,779,0.896,0.038,30466,5015,1.49,0.245,1.771,0.292,17.39,79.878,1.094,-7.387,1.555,7.865,-8.235,24.355
"CT",2021-03-05,"CT",7780479,16.397,6531658,16.276,651140,191900,63400,906440,11.65,16.233,0,0,0,0,80730,59200,32000,171930,2.21,734794,541810,385968,9.444,81.064,16.433,58204,55119,6170,0.748,8.603,120746,114030,13432,1.552,15.573,13.944,541810,348826,192984,6.964,2.48,4.483,8.295,2.955,5.341,55119,3085,0.708,0.04,114030,6716,1.466,0.086,1.746,0.103,11.325,15.232,1.625,21.689,0.22,-1,5.611,-12.337
"VC",2021-03-05,"VC",5057353,10.658,4269305,10.639,340660,124700,31700,497060,9.828,8.902,0,0,0,0,52650,38500,16000,107150,2.119,394016,280941,226150,7.791,79.269,8.812,23304,19638,7332,0.461,6.286,80841,69096,23490,1.598,16.586,9.336,280941,167866,113075,5.555,2.236,3.319,6.58,2.649,3.932,19638,3666,0.388,0.072,69096,11745,1.366,0.232,1.618,0.275,7.515,13.787,3.351,36.316,-17.32,-16.476,-15.757,-20.961
