"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_primera","dosis_diarias_pauta_completa","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_primera","dosis_7D_pauta_completa","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"AN",2021-04-06,"AN",8464411,17.838,7062213,17.598,1283580,564800,168000,2016380,23.822,16.931,184860,183200,0,368060,284310,203200,56800,544310,6.431,1557660,1032500,1050320,18.402,77.25,17.267,40637,37518,6238,0.48,2.679,157276,136529,41494,1.858,10.759,12.245,1032500,507340,525160,12.198,6.204,5.994,14.62,7.436,7.184,37518,3119,0.443,0.037,136529,20747,1.613,0.245,1.933,0.294,3.771,12.103,0.597,2.662,-3.201,-5.085,-5.405,1.439
"AR",2021-04-06,"AR",1329391,2.802,1132764,2.823,250695,88700,35300,374695,28.185,3.146,40950,28800,0,69750,63180,31900,13600,108680,8.175,270285,173380,193810,20.331,72.135,2.996,4636,4543,186,0.349,1.745,29283,18256,22054,2.203,0.608,2.28,173380,76475,96905,13.042,7.289,5.753,15.306,8.555,6.751,4543,93,0.342,0.007,18256,11027,1.373,0.829,1.612,0.973,2.691,2.029,0.096,-1.659,6.924,12.277,1.14,19.179
"AS",2021-04-06,"AS",1018784,2.147,901209,2.246,241925,68000,32700,342625,33.631,2.877,38610,22000,0,60610,59670,24400,12000,96070,9.43,255449,162021,186856,25.074,74.556,2.832,5317,4683,1268,0.522,2.126,39226,28577,21298,3.85,4.136,3.054,162021,68593,93428,15.903,9.171,6.733,17.978,10.367,7.611,4683,634,0.46,0.062,28577,10649,2.805,1.045,3.171,1.182,2.976,9.499,0.683,-7.96,31.905,34.001,23.327,49.951
"IB",2021-04-06,"IB",1171543,2.469,986279,2.458,136080,78000,18000,232080,19.81,1.949,23400,25300,0,48700,36270,28100,6900,71270,6.083,176500,127067,98866,15.066,76.051,1.957,1192,1113,158,0.102,0.68,22161,17060,10202,1.892,-11.406,1.725,127067,77634,49433,10.846,4.219,6.627,12.883,5.012,7.871,1113,79,0.095,0.007,17060,5101,1.456,0.435,1.73,0.517,0.884,-11.446,0.16,-11.272,-20.737,-21.061,-15.89,-31.017
"CN",2021-04-06,"CN",2175952,4.586,1871033,4.662,276090,145200,35800,457090,21.006,3.838,43290,47100,0,90390,66690,52200,12900,131790,6.057,329689,219461,220456,15.151,72.128,3.655,5809,4793,2032,0.267,1.794,37372,27788,19168,1.718,-7.577,2.91,219461,109233,110228,10.086,5.066,5.02,11.729,5.891,5.838,4793,1016,0.22,0.047,27788,9584,1.277,0.44,1.485,0.512,2.233,-4.492,0.93,-15.492,-20.301,-16.311,-21.784,-17.168
"CB",2021-04-06,"CB",582905,1.228,501384,1.249,115395,38800,15300,169495,29.078,1.423,17550,12600,0,30150,26910,14000,5600,46510,7.979,122107,77246,89722,20.948,72.042,1.354,1356,1309,94,0.233,1.123,12243,10617,3252,2.1,-10.531,0.953,77246,32385,44861,13.252,7.696,5.556,15.407,8.947,6.459,1309,47,0.225,0.008,10617,1626,1.821,0.279,2.118,0.324,1.724,-10.789,0.105,-8.805,10.261,15.879,2.769,25.834
"CL",2021-04-06,"CL",2394918,5.047,2092873,5.215,555465,159900,78300,793665,33.14,6.664,92430,51800,0,144230,141570,57500,30600,229670,9.59,590123,376470,427306,24.641,74.354,6.542,17349,12034,10630,0.724,3.029,82361,57096,50530,3.439,26.553,6.412,376470,162817,213653,15.72,8.921,6.798,17.988,10.209,7.78,12034,5315,0.502,0.222,57096,25265,2.384,1.055,2.728,1.207,3.302,26.599,2.551,26.451,29.622,32.039,21.908,45.863
"CM",2021-04-06,"CM",2045221,4.31,1719964,4.286,356715,136400,49600,542715,26.536,4.557,56160,44200,0,100360,86580,49000,18600,154180,7.539,406226,273489,265474,19.862,74.851,4.503,14428,12891,3074,0.705,3.683,65670,50460,30420,3.211,10.198,5.113,273489,140752,132737,13.372,6.49,6.882,15.901,7.717,8.183,12891,1537,0.63,0.075,50460,15210,2.467,0.744,2.934,0.884,4.947,16.738,1.171,-7.075,4.478,5.731,3.699,6.115
"CT",2021-04-06,"CT",7780479,16.397,6531658,16.276,1220930,519100,168400,1908430,24.528,16.024,193050,168300,0,361350,297180,186600,63000,546780,7.028,1456572,1016739,879666,18.721,76.323,16.146,15308,15292,32,0.197,1.062,237005,211029,51952,3.046,-4.845,18.453,1016739,576906,439833,13.068,5.653,7.415,15.566,6.734,8.832,15292,16,0.197,0,211029,25976,2.712,0.334,3.231,0.398,1.527,-4.428,0.004,-8.105,-1.531,-2.275,1.342,-7.57
"VC",2021-04-06,"VC",5057353,10.658,4269305,10.639,711550,337500,96800,1145850,22.657,9.621,125190,109400,0,234590,193050,121400,39000,353450,6.989,870750,607889,525722,17.218,75.992,9.652,64,63,2,0.001,0.007,128730,111892,33676,2.545,-5.201,10.023,607889,345028,262861,12.02,5.198,6.822,14.239,6.157,8.082,63,1,0.001,0,111892,16838,2.212,0.333,2.621,0.394,0.01,-5.384,0,-3.969,-9.439,-9.73,-6.786,-15.01
