"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"AN",2021-04-04,"AN",8464411,17.838,7062213,17.598,1098720,381600,168000,1648320,19.474,NA,0,0,0,0,99450,20000,56800,176250,2.082,1510295,466344,1043951,17.843,NA,17.468,6728,0.079,0.447,6662,66,150200,1.774,-5.177,12.086,988320,521976,466344,NA,NA,NA,NA,6663,66,0.079,0.001,125881,24319,1.487,0.287,1.782,0.344,0.679,-3.148,0.013,-14.457,-2.074,NA,NA,NA
"AR",2021-04-04,"AR",1329391,2.802,1132764,2.823,209745,59900,35300,304945,22.939,NA,0,0,0,0,22230,3100,13600,38930,2.928,265634,72030,193604,19.982,NA,3.072,15,0.001,0.006,5,10,31311,2.355,-6.579,2.52,168832,96802,72030,NA,NA,NA,NA,5,10,0,0.001,19729,11582,1.484,0.871,1.742,1.022,0.003,-8.518,0.01,-3.079,9.636,NA,NA,NA
"AS",2021-04-04,"AS",1018784,2.147,901209,2.246,203315,46000,32700,282015,27.682,NA,0,0,0,0,21060,2400,12000,35460,3.481,246092,61643,184449,24.155,NA,2.846,4039,0.396,1.669,3470,569,37015,3.633,1.796,2.979,153868,92224,61644,NA,NA,NA,NA,3470,569,0.341,0.056,25335,11680,2.487,1.146,2.811,1.296,2.307,3.109,0.621,-0.941,32.557,NA,NA,NA
"IB",2021-04-04,"IB",1171543,2.469,986279,2.458,112680,52700,18000,183380,15.653,NA,0,0,0,0,12870,2800,6900,22570,1.927,174162,75574,98588,14.866,NA,2.014,1147,0.098,0.663,1087,60,28680,2.448,-11.334,2.308,124868,49294,75574,NA,NA,NA,NA,1087,60,0.093,0.005,21539,7141,1.839,0.61,2.184,0.724,0.878,-9.546,0.122,-16.323,-18.429,NA,NA,NA
"CN",2021-04-04,"CN",2175952,4.586,1871033,4.662,232800,98100,35800,366700,16.852,NA,0,0,0,0,23400,5100,12900,41400,1.903,321126,102993,218133,14.758,NA,3.714,2754,0.127,0.865,2609,145,45341,2.084,-9.762,3.648,212060,109066,102994,NA,NA,NA,NA,2609,145,0.12,0.007,33013,12328,1.517,0.567,1.764,0.659,1.246,-10.604,0.133,-7.427,-19.014,NA,NA,NA
"CB",2021-04-04,"CB",582905,1.228,501384,1.249,97845,26200,15300,139345,23.905,NA,0,0,0,0,9360,1400,5600,16360,2.807,120543,30915,89628,20.68,NA,1.394,208,0.036,0.173,208,0,15475,2.655,-10.378,1.245,75729,44814,30915,NA,NA,NA,NA,208,0,0.036,0,13413,2062,2.301,0.354,2.675,0.411,0.275,-10.137,0,-11.918,13.518,NA,NA,NA
"CL",2021-04-04,"CL",2394918,5.047,2092873,5.215,463035,108100,78300,649435,27.117,NA,0,0,0,0,49140,5700,30600,85440,3.568,567708,151058,416650,23.705,NA,6.566,5065,0.211,0.9,5052,13,70328,2.937,-6.946,5.659,359384,208325,151059,NA,NA,NA,NA,5053,13,0.211,0.001,47618,22712,1.988,0.948,2.275,1.085,1.426,-5.019,0.006,-10.734,30.097,NA,NA,NA
"CM",2021-04-04,"CM",2045221,4.31,1719964,4.286,300555,92200,49600,442355,21.629,NA,0,0,0,0,30420,4800,18600,53820,2.632,387042,124935,262107,18.924,NA,4.476,4755,0.232,1.244,4608,147,63961,3.127,-6.395,5.147,255989,131054,124935,NA,NA,NA,NA,4609,147,0.225,0.007,46459,17504,2.272,0.856,2.701,1.018,1.833,-6.506,0.112,-6.084,3.852,NA,NA,NA
"CT",2021-04-04,"CT",7780479,16.397,6531658,16.276,1027880,350800,168400,1547080,19.884,NA,0,0,0,0,104130,18300,63000,185430,2.383,1397160,525834,871326,17.957,NA,16.159,44103,0.567,3.26,39949,4154,237084,3.047,5.326,19.078,961498,435663,525835,NA,NA,NA,NA,39950,4154,0.513,0.053,208309,28776,2.677,0.37,3.189,0.441,4.335,6.383,0.963,-1.738,-1.451,NA,NA,NA
"VC",2021-04-04,"VC",5057353,10.658,4269305,10.639,586360,228100,96800,911260,18.019,NA,0,0,0,0,67860,12000,39000,118860,2.35,867630,342505,525125,17.156,NA,10.035,3055,0.06,0.353,2758,297,165661,3.276,-15.276,13.33,605068,262562,342506,NA,NA,NA,NA,2758,297,0.055,0.006,146050,19612,2.888,0.388,3.421,0.459,0.458,-15.986,0.113,-9.58,-5.845,NA,NA,NA
